2026-07-08 20:53:31 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2026-07-08 20:53:31  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2026-07-08 23:19:12  0  0      0 2793964   2104 488836    0    0     0    63  688  741  2  1 98  0  0
2026-07-08 23:19:17  0  0      0 2793936   2104 488888    0    0     0     0  581  670  2  1 98  0  0
2026-07-08 23:19:22  0  0      0 2793908   2104 488944    0    0     0     4  664  740  2  1 98  0  0
2026-07-08 23:19:27  0  0      0 2793824   2104 489000    0    0     0     0  708  771  2  1 97  0  0
2026-07-08 23:19:32  0  0      0 2793768   2104 489036    0    0     0     0  714  795  2  1 97  0  0
2026-07-08 23:19:37  0  0      0 2793684   2104 489096    0    0     0     6  587  644  2  1 98  0  0
2026-07-08 23:19:42  0  0      0 2793628   2104 489144    0    0     0    63  635  728  2  1 98  0  0
2026-07-08 23:19:47  0  0      0 2793628   2104 489184    0    0     0     0  675  745  2  1 97  0  0
2026-07-08 23:19:52  0  0      0 2793544   2104 489252    0    0     0    66  730  817  2  0 98  0  0
2026-07-08 23:19:57  0  0      0 2793544   2104 489288    0    0     0     0  675  738  2  1 97  0  0
2026-07-08 23:20:02  0  0      0 2791684   2104 489352    0    0     0     0  616  705  2  1 97  0  0
2026-07-08 23:20:07  0  0      0 2793196   2104 489408    0    0     0     0  695  757  2  1 97  0  0
2026-07-08 23:20:12  0  0      0 2793224   2104 489452    0    0     0     0  693  761  2  1 97  0  0
2026-07-08 23:20:17  0  0      0 2786420   2104 496196    0    0     0     0  721  809  2  1 97  0  0
2026-07-08 23:20:22  0  0      0 2786420   2104 496260    0    0     0    67  593  641  2  0 98  0  0
2026-07-08 23:20:27  0  0      0 2786364   2104 496308    0    0     0     0  628  713  2  0 98  0  0
2026-07-08 23:20:32 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2026-07-08 23:20:32  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2026-07-08 23:20:32  0  0      0 2786280   2104 496364    0    0     0     0  658  708  2  1 97  0  0
2026-07-08 23:20:37  0  0      0 2786252   2104 496420    0    0     0     7  710  791  2  1 97  0  0
2026-07-08 23:20:42  0  0      0 2786196   2104 496456    0    0     0     0  696  747  2  1 97  0  0
2026-07-08 23:20:47  1  0      0 2786112   2104 496508    0    0     0     0  571  659  2  1 98  0  0
2026-07-08 23:20:52  0  0      0 2786056   2104 496564    0    0     0    76  651  723  2  1 98  0  0
2026-07-08 23:20:57  0  0      0 2786000   2104 496620    0    0     0     0  708  775  2  1 97  0  0
2026-07-08 23:21:02  0  0      0 2785204   2104 496672    0    0     0     0  716  751  2  1 97  0  0
2026-07-08 23:21:07  0  0      0 2785784   2104 496716    0    0     0     0  626  674  2  1 97  0  0
2026-07-08 23:21:12  0  0      0 2785700   2104 496764    0    0     0     0  640  728  2  1 98  0  0
2026-07-08 23:21:17  0  0      0 2785672   2104 496816    0    0     0     0  654  705  2  1 97  0  0
2026-07-08 23:21:22  0  0      0 2785644   2104 496864    0    0     0    74  717  801  2  1 97  0  0
2026-07-08 23:21:27  0  0      0 2785560   2104 496908    0    0     0     0  697  768  2  1 97  0  0
2026-07-08 23:21:32  1  0      0 2785532   2104 496964    0    0     0     2  556  624  2  0 98  0  0
2026-07-08 23:21:37  0  0      0 2785476   2104 497016    0    0     0     2  647  723  2  1 98  0  0
2026-07-08 23:21:42  0  0      0 2785420   2104 497060    0    0     0     0  696  766  2  1 97  0  0
2026-07-08 23:21:47  0  0      0 2785420   2104 497124    0    0     0     0  716  789  2  1 97  0  0
2026-07-08 23:21:52  0  0      0 2800188   2104 482288    0    0     0     9  596  651  2  1 98  0  0
2026-07-08 23:21:57  0  0      0 2800132   2104 482344    0    0     0    63  642  730  2  1 98  0  0
2026-07-08 23:22:02  0  0      0 2798384   2104 482400    0    0     0     0  691  746  2  1 97  0  0
2026-07-08 23:22:07  0  0      0 2800012   2104 482436    0    0     0     0  766  848  2  1 97  0  0
2026-07-08 23:22:12  0  0      0 2800012   2104 482496    0    0     0     0  677  733  2  1 98  0  0
2026-07-08 23:22:17 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2026-07-08 23:22:17  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2026-07-08 23:22:17  0  0      0 2800012   2104 482544    0    0     0     0  585  670  2  1 98  0  0
2026-07-08 23:22:22  0  0      0 2799956   2104 482600    0    0     0     5  649  720  2  1 98  0  0
2026-07-08 23:22:27  0  0      0 2799872   2104 482652    0    0     0    64  706  780  2  1 97  0  0
2026-07-08 23:22:32  0  0      0 2799960   2104 482708    0    0     0     0  715  800  2  1 97  0  0
2026-07-08 23:22:37  0  0      0 2800012   2104 482748    0    0     0     3  599  658  2  1 98  0  0
2026-07-08 23:22:42  0  0      0 2799928   2104 482796    0    0     0     1  646  731  2  0 98  0  0
2026-07-08 23:22:47  0  0      0 2799872   2104 482852    0    0     0     0  670  742  2  1 98  0  0
2026-07-08 23:22:52  0  0      0 2799844   2104 482888    0    0     0     9  716  801  2  1 97  0  0
2026-07-08 23:22:57  0  0      0 2799816   2104 482944    0    0     0    65  676  725  2  1 98  0  0
2026-07-08 23:23:02  0  0      0 2797984   2104 482996    0    0     0     1  576  641  2  1 98  0  0
2026-07-08 23:23:07  0  0      0 2799492   2104 483052    0    0     0     0  669  740  2  1 97  0  0
2026-07-08 23:23:12  0  0      0 2799464   2104 483108    0    0     0     0  695  771  2  1 97  0  0
2026-07-08 23:23:17  0  0      0 2799464   2104 483144    0    0     0     0  711  795  2  0 98  0  0
2026-07-08 23:23:22  0  0      0 2799436   2104 483208    0    0     0     4  608  661  2  1 98  0  0
2026-07-08 23:23:27  0  0      0 2799324   2104 483256    0    0     0     0  633  728  2  1 98  0  0
2026-07-08 23:23:32  0  0      0 2799268   2104 483300    0    0     0    71  670  739  2  1 98  0  0
2026-07-08 23:23:37  0  0      0 2799212   2104 483368    0    0     0     5  721  806  2  1 98  0  0
2026-07-08 23:23:42  0  0      0 2799184   2104 483404    0    0     0     0  681  740  2  1 98  0  0
2026-07-08 23:23:47  0  0      0 2799128   2104 483456    0    0     0     0  588  680  2  1 98  0  0
2026-07-08 23:23:52  0  0      0 2790896   2104 491704    0    0     0     5  651  735  2  1 98  0  0
2026-07-08 23:23:57  0  0      0 2790812   2104 491744    0    0     0     0  698  776  2  1 97  0  0
2026-07-08 23:24:02 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2026-07-08 23:24:02  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2026-07-08 23:24:02  0  0      0 2788848   2104 491832    0    0     0    62  770  815  3  1 96  0  0
2026-07-08 23:24:07  0  0      0 2790568   2104 491868    0    0     0     1  641  701  2  1 97  0  0
2026-07-08 23:24:12  0  0      0 2790540   2104 491920    0    0     0     0  625  723  2  0 98  0  0
2026-07-08 23:24:17  0  0      0 2790568   2104 491976    0    0     0     0  670  747  2  1 97  0  0
2026-07-08 23:24:22  0  0      0 2790512   2104 492032    0    0     0     9  703  783  2  1 98  0  0
2026-07-08 23:24:27  0  0      0 2790428   2104 492068    0    0     0     0  681  731  2  1 98  0  0
2026-07-08 23:24:32  0  0      0 2790428   2104 492120    0    0     0    65  594  678  2  1 98  0  0
2026-07-08 23:24:37  0  0      0 2790372   2104 492164    0    0     0     7  642  721  2  1 98  0  0
2026-07-08 23:24:42  0  0      0 2790288   2104 492228    0    0     0     0  713  797  2  1 97  0  0
2026-07-08 23:24:47  0  0      0 2790232   2104 492268    0    0     0     0  709  786  2  1 97  0  0
2026-07-08 23:24:52  0  0      0 2790176   2104 492320    0    0     0    79  603  655  2  1 98  0  0
2026-07-08 23:24:57  0  0      0 2790120   2104 492376    0    0     0     0  640  723  2  1 98  0  0
2026-07-08 23:25:02  0  0      0 2788400   2104 492428    0    0     0     0  666  706  2  1 97  0  0
2026-07-08 23:25:07  0  0      0 2789948   2104 492460    0    0     0     0  748  821  2  1 97  0  0
2026-07-08 23:25:12  0  0      0 2789920   2104 492516    0    0     0     0  679  738  2  1 97  0  0
2026-07-08 23:25:17  0  0      0 2789948   2104 492568    0    0     0     0  593  678  2  1 98  0  0
2026-07-08 23:25:22  0  0      0 2789892   2104 492624    0    0     0    10  634  711  2  1 98  0  0
2026-07-08 23:25:27  0  0      0 2789864   2104 492676    0    0     0    64  690  761  2  1 97  0  0
2026-07-08 23:25:32  0  0      0 2789780   2104 492716    0    0     0     0  708  787  2  1 97  0  0
2026-07-08 23:25:37  0  0      0 2789724   2104 492768    0    0     0     2  594  648  2  1 98  0  0
2026-07-08 23:25:42  0  0      0 2789668   2104 492824    0    0     0     2  640  723  2  1 98  0  0
2026-07-08 23:25:47 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2026-07-08 23:25:47  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2026-07-08 23:25:47  1  0      0 2789640   2104 492864    0    0     0     0  669  742  2  1 97  0  0
2026-07-08 23:25:52  0  0      0 2789556   2104 492932    0    0     0     6  713  797  2  1 97  0  0
2026-07-08 23:25:57  0  0      0 2789500   2104 492968    0    0     0    63  689  741  2  1 98  0  0
2026-07-08 23:26:02  0  0      0 2787780   2104 493024    0    0     0     0  614  702  2  1 98  0  0
2026-07-08 23:26:07  0  0      0 2789308   2104 493076    0    0     0    27  694  784  2  1 97  0  0
2026-07-08 23:26:12  0  0      0 2789280   2104 493120    0    0     0     0  699  771  2  1 97  0  0
2026-07-08 23:26:17  0  0      0 2789308   2104 493168    0    0     0     0  697  757  2  1 97  0  0
2026-07-08 23:26:22  0  0      0 2789280   2104 493232    0    0     0     2  604  658  2  1 98  0  0
2026-07-08 23:26:27  1  0      0 2782476   2104 499976    0    0     0     0  628  725  2  1 98  0  0
2026-07-08 23:26:32  0  0      0 2782392   2104 500032    0    0     0     0  664  725  2  1 98  0  0
2026-07-08 23:26:37  0  0      0 2782336   2104 500084    0    0     0    63  707  786  2  1 97  0  0
2026-07-08 23:26:42  0  0      0 2782308   2104 500120    0    0     0     0  664  720  2  1 98  0  0
2026-07-08 23:26:47  0  0      0 2782252   2104 500176    0    0     0     0  596  681  1  1 98  0  0
2026-07-08 23:26:52  0  0      0 2782196   2104 500228    0    0     0    19  647  727  2  1 98  0  0
2026-07-08 23:26:57  0  0      0 2782196   2104 500272    0    0     0     0  712  786  2  1 97  0  0
2026-07-08 23:27:02  0  0      0 2780644   2104 500336    0    0     0     0  725  792  2  1 97  0  0
2026-07-08 23:27:07  1  0      0 2782264   2104 500376    0    0     0    63  654  704  2  1 97  0  0
2026-07-08 23:27:12  2  0      0 2782264   2104 500432    0    0     0     0  631  719  2  1 98  0  0
2026-07-08 23:27:17  0  0      0 2782264   2104 500484    0    0     0     0  649  700  2  1 97  0  0
2026-07-08 23:27:22  0  0      0 2782208   2104 500540    0    0     0     4  718  790  2  1 97  0  0
2026-07-08 23:27:27  0  0      0 2782124   2104 500584    0    0     0     0  675  731  2  1 97  0  0
2026-07-08 23:27:32 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2026-07-08 23:27:32  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2026-07-08 23:27:32  0  0      0 2782068   2104 500632    0    0     0     0  590  674  2  1 98  0  0
2026-07-08 23:27:37  0  0      0 2782012   2104 500688    0    0     0    68  648  723  2  1 98  0  0
2026-07-08 23:27:42  0  0      0 2781928   2104 500740    0    0     0     0  697  778  2  1 98  0  0
2026-07-08 23:27:47  0  0      0 2781928   2104 500796    0    0     0     0  714  795  2  1 97  0  0
2026-07-08 23:27:52  3  0      0 2781900   2104 500832    0    0     0     0  611  666  2  1 98  0  0
2026-07-08 23:27:57  0  0      0 2781844   2104 500884    0    0     0     4  640  728  2  1 98  0  0
2026-07-08 23:28:02  0  0      0 2794708   2104 486028    0    0     0     0  680  753  2  1 97  0  0
2026-07-08 23:28:07  0  0      0 2796164   2104 486084    0    0     0    64  756  834  2  1 97  0  0
2026-07-08 23:28:12  0  0      0 2796164   2104 486120    0    0     0     0  665  726  2  1 97  0  0
2026-07-08 23:28:17  0  0      0 2796164   2104 486172    0    0     0     0  591  681  2  1 98  0  0
2026-07-08 23:28:22  0  0      0 2796108   2104 486228    0    0     0     0  636  717  2  1 98  0  0
2026-07-08 23:28:27  0  0      0 2796080   2104 486268    0    0     0     1  717  799  2  1 97  0  0
2026-07-08 23:28:32  0  0      0 2795996   2104 486336    0    0     0     2  709  795  2  1 97  0  0
2026-07-08 23:28:37  0  0      0 2795940   2104 486372    0    0     0     0  598  655  2  1 98  0  0
2026-07-08 23:28:42  0  0      0 2795884   2104 486428    0    0     0    66  642  735  2  1 98  0  0
2026-07-08 23:28:47  0  0      0 2795856   2104 486480    0    0     0     0  655  728  2  1 98  0  0
2026-07-08 23:28:52  0  0      0 2795800   2104 486516    0    0     0     0  700  785  2  1 97  0  0
2026-07-08 23:28:57  0  0      0 2795744   2104 486572    0    0     0     4  674  729  2  1 98  0  0
2026-07-08 23:29:02  0  0      0 2793712   2104 486624    0    0     0     0  689  757  2  1 97  0  0
2026-07-08 23:29:07  0  0      0 2795548   2104 486684    0    0     0     0  675  754  2  1 98  0  0
2026-07-08 23:29:12  0  0      0 2795520   2104 486736    0    0     0    62  698  767  2  1 97  0  0
2026-07-08 23:29:17 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2026-07-08 23:29:17  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2026-07-08 23:29:17  0  0      0 2795492   2104 486792    0    0     0     0  714  789  2  1 97  0  0
2026-07-08 23:29:22  0  0      0 2795520   2104 486832    0    0     0     0  613  670  2  1 98  0  0
2026-07-08 23:29:27  0  0      0 2795436   2104 486888    0    0     0     4  635  720  2  1 98  0  0
2026-07-08 23:29:32  0  0      0 2795380   2104 486940    0    0     0     0  656  715  2  1 97  0  0
2026-07-08 23:29:37  0  0      0 2795268   2104 486980    0    0     0     6  716  797  2  1 98  0  0
2026-07-08 23:29:42  0  0      0 2795464   2104 487036    0    0     0    65  680  741  2  1 97  0  0
2026-07-08 23:29:47  0  0      0 2795436   2104 487088    0    0     0     1  587  671  2  1 98  0  0
2026-07-08 23:29:52  0  0      0 2795408   2104 487140    0    0     0     1  643  732  2  1 98  0  0
2026-07-08 23:29:57  0  0      0 2795324   2104 487196    0    0     0    42  683  733  2  1 97  0  0
2026-07-08 23:30:02  0  0      0 2793340   2104 487244    0    0     1     0  726  753  2  1 95  0  2
2026-07-08 23:30:07  1  0      0 2786872   2104 495488    0    0     0     0  660  723  2  1 97  0  0
2026-07-08 23:30:12  0  0      0 2786844   2104 495536    0    0     0     0  631  722  2  0 98  0  0
2026-07-08 23:30:17  0  0      0 2786816   2104 495580    0    0     0    71  648  711  2  1 97  0  0
2026-07-08 23:30:22  0  0      0 2786788   2104 495628    0    0     0     0  705  783  2  1 97  0  0
2026-07-08 23:30:27  0  0      0 2786704   2104 495680    0    0     0     6  677  740  2  1 98  0  0
2026-07-08 23:30:32  0  0      0 2786620   2104 495736    0    0     0     0  585  677  2  0 98  0  0
2026-07-08 23:30:37  0  0      0 2786592   2104 495780    0    0     0     8  645  724  2  1 98  0  0
2026-07-08 23:30:42  0  0      0 2786508   2104 495844    0    0     0     0  703  774  2  1 97  0  0
2026-07-08 23:30:47  0  0      0 2786480   2104 495892    0    0     0    62  709  790  2  1 97  0  0
2026-07-08 23:30:52  0  0      0 2786424   2104 495940    0    0     0     1  618  674  2  1 98  0  0
2026-07-08 23:30:57  0  0      0 2786368   2104 495992    0    0     0    17  633  720  2  1 98  0  0
2026-07-08 23:31:02 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2026-07-08 23:31:02  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2026-07-08 23:31:02  0  0      0 2784608   2104 496044    0    0     0     0  705  774  2  1 97  0  0
2026-07-08 23:31:07  0  0      0 2786232   2104 496084    0    0     0     0  726  790  2  1 97  0  0
2026-07-08 23:31:12  0  0      0 2786232   2104 496140    0    0     0     0  687  738  2  1 97  0  0
2026-07-08 23:31:17  0  0      0 2786176   2104 496192    0    0     0    65  591  670  2  0 98  0  0
2026-07-08 23:31:22  0  0      0 2786120   2104 496248    0    0     0     1  641  709  2  1 98  0  0
2026-07-08 23:31:27  0  0      0 2786036   2104 496304    0    0     0    13  720  795  2  1 97  0  0
2026-07-08 23:31:32  0  0      0 2786008   2104 496336    0    0     0     0  700  766  2  1 97  0  0
2026-07-08 23:31:37  0  0      0 2785952   2104 496400    0    0     0     6  623  672  2  1 98  0  0
2026-07-08 23:31:42  0  0      0 2785896   2104 496448    0    0     0     0  611  688  2  1 98  0  0
2026-07-08 23:31:47  0  0      0 2785840   2104 496500    0    0     0     0  648  719  2  1 97  0  0
2026-07-08 23:31:52  0  0      0 2785784   2104 496556    0    0     0    71  715  800  2  1 98  0  0
2026-07-08 23:31:57  0  0      0 2785756   2104 496592    0    0     0    11  680  733  2  1 97  0  0
2026-07-08 23:32:02  1  0      0 2783980   2104 496644    0    0     3     0  627  710  2  1 98  0  0
2026-07-08 23:32:07  0  0      0 2785532   2104 496700    0    0     0     0  660  720  2  1 97  0  0
2026-07-08 23:32:12  0  0      0 2785532   2104 496756    0    0     0     0  696  769  2  1 97  0  0
2026-07-08 23:32:17  0  0      0 2785532   2104 496792    0    0     0     0  722  802  2  1 97  0  0
2026-07-08 23:32:22  3  0      0 2785504   2104 496852    0    0     0     0  612  663  2  1 98  0  0
2026-07-08 23:32:27  0  0      0 2785392   2104 496900    0    0     0    66  623  718  2  1 98  0  0
2026-07-08 23:32:32  0  0      0 2785336   2104 496956    0    0     0     1  651  717  2  1 98  0  0
2026-07-08 23:32:37  0  0      0 2778560   2104 503708    0    0     0    26  717  805  2  1 97  0  0
2026-07-08 23:32:42  0  0      0 2778560   2104 503744    0    0     0     0  670  728  2  1 97  0  0
2026-07-08 23:32:47 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2026-07-08 23:32:47  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2026-07-08 23:32:47  0  0      0 2778504   2104 503800    0    0     0     0  597  690  2  0 98  0  0
2026-07-08 23:32:52  0  0      0 2778420   2104 503840    0    0     0     0  635  716  2  1 98  0  0
2026-07-08 23:32:57  0  0      0 2778364   2104 503908    0    0     0     8  702  766  2  1 97  0  0
2026-07-08 23:33:02  0  0      0 2777124   2104 503952    0    0     0     0  707  754  2  1 97  0  0
2026-07-08 23:33:07  4  0      0 2777988   2104 504008    0    0     0    65  672  729  2  1 97  0  0
2026-07-08 23:33:12  0  0      0 2778016   2104 504064    0    0     0     0  624  716  2  1 98  0  0
2026-07-08 23:33:17  0  0      0 2777988   2104 504120    0    0     0     0  656  720  2  1 97  0  0
2026-07-08 23:33:22  0  0      0 2777960   2104 504156    0    0     0     0  708  776  2  1 97  0  0
2026-07-08 23:33:27  0  0      0 2777904   2104 504208    0    0     0     6  676  736  2  1 97  0  0
2026-07-08 23:33:32  0  0      0 2777792   2104 504264    0    0     0     0  589  677  2  1 98  0  0
2026-07-08 23:33:37  0  0      0 2777764   2104 504316    0    0     0    70  644  721  2  1 97  0  0
2026-07-08 23:33:42  0  0      0 2777736   2104 504372    0    0     0     0  706  787  2  1 98  0  0
2026-07-08 23:33:47  0  0      0 2777708   2104 504408    0    0     0     0  711  793  2  1 97  0  0
2026-07-08 23:33:52  1  0      0 2777624   2104 504464    0    0     0     0  630  678  2  1 97  0  0
2026-07-08 23:33:57  0  0      0 2777596   2104 504516    0    0     0     8  621  708  2  1 98  0  0
2026-07-08 23:34:02  0  0      0 2776320   2104 504572    0    0     0     0  732  780  3  1 96  0  0
2026-07-08 23:34:07  0  0      0 2777736   2104 504608    0    0     0    63  750  819  2  1 97  0  0
2026-07-08 23:34:12  0  0      0 2792784   2104 489796    0    0     0     0  666  718  2  1 97  0  0
2026-07-08 23:34:17  0  0      0 2792728   2104 489844    0    0     0    29  604  692  1  1 98  0  0
2026-07-08 23:34:22  0  0      0 2792700   2104 489900    0    0     0     0  646  723  2  1 98  0  0
2026-07-08 23:34:27  0  0      0 2792672   2104 489940    0    0     0     9  697  771  2  1 97  0  0
2026-07-08 23:34:32 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2026-07-08 23:34:32  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2026-07-08 23:34:32  0  0      0 2792588   2104 490008    0    0     0     0  721  803  2  1 97  0  0
2026-07-08 23:34:37  2  0      0 2792532   2104 490044    0    0     0     0  644  696  2  0 98  0  0
2026-07-08 23:34:42  0  0      0 2792476   2104 490100    0    0     0     0  615  705  2  0 98  0  0
2026-07-08 23:34:47  0  0      0 2792392   2104 490152    0    0     0    63  655  724  2  1 98  0  0
2026-07-08 23:34:52  0  0      0 2792392   2104 490188    0    0     0     0  709  791  2  0 98  0  0
2026-07-08 23:34:57  0  0      0 2792336   2104 490244    0    0     0    56  710  784  2  1 97  0  0
2026-07-08 23:35:02  0  0      0 2790644   2104 490300    0    0     0     0  610  678  2  1 98  0  0
2026-07-08 23:35:07  0  0      0 2792140   2104 490360    0    0     0     0  674  744  2  1 97  0  0
2026-07-08 23:35:12  0  0      0 2792144   2104 490400    0    0     0     0  717  795  2  1 98  0  0
2026-07-08 23:35:17  0  0      0 2792144   2104 490448    0    0     0    64  717  799  2  1 97  0  0
2026-07-08 23:35:22  0  0      0 2792116   2104 490508    0    0     0     0  636  686  2  1 97  0  0
2026-07-08 23:35:27  0  0      0 2792060   2104 490556    0    0     0    11  619  716  2  1 98  0  0
2026-07-08 23:35:32  0  0      0 2791976   2104 490604    0    0     0     2  668  726  2  1 97  0  0
2026-07-08 23:35:37  0  0      0 2791892   2104 490668    0    0     0     3  708  780  2  1 97  0  0
2026-07-08 23:35:42  0  0      0 2791864   2104 490704    0    0     0     0  709  774  2  1 97  0  0
2026-07-08 23:35:47  0  0      0 2791808   2104 490760    0    0     0     0  574  626  2  1 98  0  0
2026-07-08 23:35:52  0  0      0 2791752   2104 490812    0    0     0    63  616  677  2  1 98  0  0
2026-07-08 23:35:57  0  0      0 2791640   2104 490868    0    0     0     4  696  780  2  1 98  0  0
2026-07-08 23:36:02  0  0      0 2789932   2104 490908    0    0     0     1  730  782  2  1 97  0  0
2026-07-08 23:36:07  1  0      0 2791484   2104 490956    0    0     0     0  683  738  2  1 97  0  0
2026-07-08 23:36:12  0  0      0 2791456   2104 491012    0    0     0     0  597  686  1  1 98  0  0
2026-07-08 23:36:17 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2026-07-08 23:36:17  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2026-07-08 23:36:17  0  0      0 2783308   2104 499248    0    0     0     0  647  720  2  1 97  0  0
2026-07-08 23:36:22  0  0      0 2783196   2104 499312    0    0     0    63  712  797  2  1 97  0  0
2026-07-08 23:36:27  0  0      0 2783140   2104 499348    0    0     0     3  680  733  2  1 98  0  0
2026-07-08 23:36:32  0  0      0 2783140   2104 499404    0    0     0     0  585  656  2  1 98  0  0
2026-07-08 23:36:37  0  0      0 2783056   2104 499444    0    0     0     2  640  728  2  0 98  0  0
2026-07-08 23:36:42  0  0      0 2782972   2104 499512    0    0     0     2  692  764  2  1 97  0  0
2026-07-08 23:36:47  0  0      0 2782944   2104 499556    0    0     0     0  705  781  2  1 97  0  0
2026-07-08 23:36:52  0  0      0 2782916   2104 499604    0    0     0    63  644  692  2  1 98  0  0
2026-07-08 23:36:57  0  0      0 2782860   2104 499656    0    0     0     9  619  709  2  1 98  0  0
2026-07-08 23:37:02  0  0      0 2781084   2104 499712    0    0     0     0  673  732  2  1 97  0  0
2026-07-08 23:37:07  0  0      0 2782548   2104 499768    0    0     0     0  749  821  2  1 97  0  0
2026-07-08 23:37:12  0  0      0 2782576   2104 499804    0    0     0     0  681  740  2  1 97  0  0
2026-07-08 23:37:17  0  0      0 2782548   2104 499860    0    0     0     0  598  680  2  1 98  0  0
2026-07-08 23:37:22  0  0      0 2782540   2104 499920    0    0     0    65  639  719  2  1 98  0  0
2026-07-08 23:37:27  0  0      0 2782456   2104 499964    0    0     0     2  713  785  2  1 97  0  0
2026-07-08 23:37:32  0  0      0 2782400   2104 500032    0    0     0     0  706  773  2  1 97  0  0
2026-07-08 23:37:37  0  0      0 2782372   2104 500068    0    0     0     5  654  699  2  1 97  0  0
2026-07-08 23:37:42  0  0      0 2782316   2104 500120    0    0     0     0  610  706  1  1 98  0  0
2026-07-08 23:37:47  0  0      0 2782260   2104 500176    0    0     0    53  638  713  2  0 98  0  0
2026-07-08 23:37:52  0  0      0 2782064   2104 500232    0    0     0     0  711  797  2  1 97  0  0
2026-07-08 23:37:57  0  0      0 2782036   2104 500268    0    0     0     5  678  740  2  1 97  0  0
2026-07-08 23:38:02 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2026-07-08 23:38:02  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2026-07-08 23:38:02  0  0      0 2780008   2104 500324    0    0     0     0  627  709  2  1 98  0  0
2026-07-08 23:38:07  0  0      0 2781532   2104 500376    0    0     0     0  672  754  2  1 97  0  0
2026-07-08 23:38:12  0  0      0 2781532   2104 500428    0    0     0     0  683  753  2  1 97  0  0
2026-07-08 23:38:17  0  0      0 2781532   2104 500480    0    0     0    66  726  799  2  1 97  0  0
2026-07-08 23:38:22  0  0      0 2781476   2104 500520    0    0     0     0  637  683  2  1 97  0  0
2026-07-08 23:38:27  0  0      0 2781420   2104 500576    0    0     0    19  613  698  2  1 98  0  0
2026-07-08 23:38:32  0  0      0 2781392   2104 500628    0    0     0     0  646  713  2  1 98  0  0
2026-07-08 23:38:37  0  0      0 2781336   2104 500680    0    0     0     4  720  803  2  1 97  0  0
2026-07-08 23:38:42  0  0      0 2781252   2104 500736    0    0     0     0  688  736  2  1 97  0  0
2026-07-08 23:38:47  0  0      0 2774476   2104 507480    0    0     0    64  595  676  2  1 98  0  0
2026-07-08 23:38:52  0  0      0 2774420   2104 507532    0    0     0     0  636  721  2  1 98  0  0
2026-07-08 23:38:57  0  0      0 2774364   2104 507588    0    0     0    14  706  774  2  1 97  0  0
2026-07-08 23:39:02  0  0      0 2773480   2104 507628    0    0     0     0  791  850  3  1 96  0  0
2026-07-08 23:39:07  0  0      0 2774588   2104 507676    0    0     0    40  677  728  2  1 97  0  0
2026-07-08 23:39:12  0  0      0 2774588   2104 507732    0    0     0     0  596  675  1  1 98  0  0
2026-07-08 23:39:17  0  0      0 2774560   2104 507788    0    0     0     0  639  714  2  0 98  0  0
2026-07-08 23:39:22  0  0      0 2774532   2104 507824    0    0     0     0  700  782  2  1 97  0  0
2026-07-08 23:39:27  0  0      0 2774448   2104 507884    0    0     0     6  679  728  2  1 97  0  0
2026-07-08 23:39:32  0  0      0 2774420   2104 507932    0    0     0     0  596  682  2  1 98  0  0
2026-07-08 23:39:37  0  0      0 2774336   2104 507988    0    0     0    64  642  718  2  1 98  0  0
2026-07-08 23:39:42  0  0      0 2774252   2104 508040    0    0     0     2  691  753  2  1 97  0  0
2026-07-08 23:39:47 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2026-07-08 23:39:47  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2026-07-08 23:39:47  0  0      0 2774196   2104 508076    0    0     0     0  693  753  2  1 97  0  0
2026-07-08 23:39:52  0  0      0 2774140   2104 508132    0    0     0     0  629  655  2  1 98  0  0
